2025-10-30 00:55:03.386 | INFO     | __main__:<module>:284 - 开始执行跨境税单RPA机器人
2025-10-30 01:34:25.734 | ERROR    | __main__:<module>:292 - 
2025-10-30 03:59:41.266 | ERROR    | __main__:<module>:292 - 
2025-10-30 03:59:45.428 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 03:59:45.428 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"173794"}
2025-10-30 04:02:09.129 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:02:13.301 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:02:13.301 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"173794"}
2025-10-30 04:04:05.710 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:04:09.879 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:04:09.880 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"173794"}
2025-10-30 04:06:04.394 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:06:08.572 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:06:08.572 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"173794"}
2025-10-30 04:08:00.985 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:08:05.188 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:08:05.189 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"173794"}
2025-10-30 04:09:56.595 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:10:00.774 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:10:00.774 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158045"}
2025-10-30 04:11:52.162 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:11:56.353 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:11:56.353 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158046"}
2025-10-30 04:13:49.671 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:13:53.857 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:13:53.857 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158047"}
2025-10-30 04:15:44.259 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:15:48.439 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:15:48.440 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158048"}
2025-10-30 04:17:40.667 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:17:44.854 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:17:44.854 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158049"}
2025-10-30 04:19:36.084 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:19:40.277 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:19:40.277 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158050"}
2025-10-30 04:21:32.503 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:21:36.675 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:21:36.675 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158051"}
2025-10-30 04:23:29.083 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:23:33.256 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:23:33.256 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158052"}
2025-10-30 04:25:26.630 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:25:30.811 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:25:30.812 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158053"}
2025-10-30 04:27:24.224 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:27:28.402 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:27:28.403 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158054"}
2025-10-30 04:29:19.683 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:29:23.916 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:29:23.917 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158055"}
2025-10-30 04:31:16.346 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:31:20.548 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:31:20.549 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158056"}
2025-10-30 04:33:11.789 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:33:15.970 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:33:15.970 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158057"}
2025-10-30 04:35:09.213 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:35:13.373 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:35:13.373 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158058"}
2025-10-30 04:37:04.745 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:37:08.943 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:37:08.943 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158155"}
2025-10-30 04:39:00.185 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:39:04.407 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:39:04.407 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158156"}
2025-10-30 04:40:56.833 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:41:01.007 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:41:01.007 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158157"}
2025-10-30 04:42:53.418 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:42:57.583 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:42:57.583 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158158"}
2025-10-30 04:44:50.012 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:44:54.168 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:44:54.168 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158159"}
2025-10-30 04:46:46.553 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:46:50.741 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:46:50.741 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158160"}
2025-10-30 04:48:37.996 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:48:42.188 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:48:42.188 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158161"}
2025-10-30 04:50:33.589 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:50:37.765 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:50:37.765 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158162"}
2025-10-30 04:52:31.136 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:52:35.318 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:52:35.318 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158211"}
2025-10-30 04:54:26.673 | INFO     | __main__:establish_connection:81 - {'invoiceNo': '', 'invoiceResult': 'ERROR'}
2025-10-30 04:54:30.833 | INFO     | __main__:get_release_messages:36 - 剩余未执行指令数量：
2025-10-30 04:54:30.833 | INFO     | __main__:get_release_messages:39 - 获取的指令：{"invoiceNo":"158212"}
